Lj	Data	Item	Quantidade	Estoque	Fator	Peso	Estoque Loja	MDV	Norma	Lastro
1	06/04/2026	910897	1	312	12	4	16	0,571	108	6
1	06/04/2026	913249	1	71	24	2	9	0,4	420	28
1	06/04/2026	916059	4	559	6	46	34	1,543	55	5
1	06/04/2026	917766	1	20	20	0	19	0,886	40	8
1	06/04/2026	917797	2	60	20	0	25	1,314	40	8
1	06/04/2026	922067	3	360	12	39	28	1,543	33	11
1	06/04/2026	925099	1	48	12	3	2	0,286	176	22
1	06/04/2026	930147	3	216	12	18	30	1,429	80	16
1	06/04/2026	930178	1	144	12	13	1	0,114	90	15
1	06/04/2026	930505	1	72	24	6	12	0,514	75	15
1	06/04/2026	940467	1	135	15	13	25	1	117	9
1	06/04/2026	944977	1	794	50	3	69	5,714	96	12
1	06/04/2026	944984	2	1394	50	6	74	5,4	84	12
1	06/04/2026	945196	1	287	24	10	11	0,371	50	10
1	06/04/2026	948494	1	145	7	11	19	0,943	80	8
1	06/04/2026	949330	1	343	15	14	29	1,257	78	13
1	06/04/2026	949378	2	540	15	28	21	0,943	78	13
1	06/04/2026	951326	1	3000	150	2	105	10	180	15
1	06/04/2026	951340	1	1275	150	2	85	7,086	180	15
1	06/04/2026	953009	4	5111	24	27	28	17,286	112	16
1	06/04/2026	953702	2	24	12	10	0	0,743	36	4
1	06/04/2026	954396	3	99	20	0	19	2,343	21	7
1	06/04/2026	955348	3	1440	36	17	85	6,057	78	13
1	06/04/2026	955744	1	150	30	0	9	0,571	40	10
1	06/04/2026	957120	2	768	64	11	41	5,457	70	10
1	06/04/2026	957298	1	84	12	5	18	0,686	100	10
1	06/04/2026	959094	1	708	12	6	21	1,029	32	4
1	06/04/2026	960090	1	108	12	14	20	0,857	60	10
1	06/04/2026	960496	3	512	15	39	13	1,371	117	9
1	06/04/2026	960502	1	49	15	13	0	0,429	117	9
1	06/04/2026	961806	13	578	14	50	221	25,114	40	8
1	06/04/2026	961813	2	479	36	6	87	4,629	60	10
1	06/04/2026	961899	1	288	72	9	23	1,143	96	6
1	06/04/2026	963367	2	61	20	21	6	2,286	56	7
1	06/04/2026	963374	2	54	20	21	4	1,171	99	9
1	06/04/2026	967259	1	150	40	2	10	0,714	120	20
1	06/04/2026	967297	1	199	40	2	16	0,714	120	20
1	06/04/2026	968805	1	24	6	10	9	0,343	100	10
1	06/04/2026	969253	1	47	24	5	22	1,857	119	17
1	06/04/2026	970631	3	72	12	13	21	1,429	448	28
1	06/04/2026	973946	1	2700	180	3	95	5,886	144	12
1	06/04/2026	973984	1	1620	180	3	61	8,629	144	12
1	06/04/2026	974004	1	1980	180	3	86	14,429	150	15
1	06/04/2026	974028	1	2142	180	3	148	16,486	144	12
1	06/04/2026	974042	1	2700	180	3	83	11,657	144	12
1	06/04/2026	974059	1	2280	180	3	94	10,143	144	12
1	06/04/2026	974066	1	1080	180	3	50	10,943	144	12
1	06/04/2026	974707	3	276	6	25	6	0,6	72	18
1	06/04/2026	974714	1	300	6	8	1	0,143	72	18
1	06/04/2026	978026	2	1857	18	10	7	3,886	192	8
1	06/04/2026	979740	1	208	64	5	78	3,6	135	15
1	06/04/2026	981057	2	659	60	0	30	5,943	100	10
1	06/04/2026	981606	5	524	14	49	95	5,686	35	7
1	06/04/2026	982061	1	12	12	4	21	0,829	216	18
1	06/04/2026	987028	1	27	27	11	6	0,829	90	15
1	06/04/2026	988490	2	2578	64	11	77	13,057	135	15
1	06/04/2026	990325	4	360	6	50	13	1,171	39	3
1	06/04/2026	993777	1	99	50	4	33	1,4	140	20
2	02/04/2026	272254	3	1427	10	16	110	5,886	96	12
2	06/04/2026	10283	15	5055	8	240	606	34,486	75	15
2	06/04/2026	32506	1	491	12	9	42	2	85	17
2	06/04/2026	181907	10	8934	12	45	230	59,771	264	22
2	06/04/2026	197755	10	9985	12	24	-40	76,257	308	28
2	06/04/2026	197779	5	8455	12	12	116	39,914	308	28
2	06/04/2026	298254	1	134	12	10	18	0,857	75	15
2	06/04/2026	544160	15	6813	6	59	31	27,114	280	40
2	06/04/2026	618908	5	4877	6	10	72	18,371	590	59
2	06/04/2026	760560	1	600	6	3	-1	0,114	150	25
2	06/04/2026	819886	1	208	10	10	20	0,486	40	5
2	06/04/2026	831628	1	273	4	3	62	1,943	56	14
2	06/04/2026	832526	1	2040	12	9	0	0,886	0	25
2	06/04/2026	842181	1	420	12	3	27	1,943	280	40
2	06/04/2026	931502	1	2880	36	4	0	1,057	336	21
2	06/04/2026	946513	1	1860	12	5	0	0	220	22
2	06/04/2026	989770	1	684	12	3	45	1,714	100	10
2	06/04/2026	10719	5	8151	12	22	422	77,171	264	22
2	06/04/2026	17141	7	4200	12	25	0	0		
2	06/04/2026	150941	15	51789	27	85	694	58,514	165	15
2	06/04/2026	168816	5	3753	27	28	309	74,171	165	15
2	06/04/2026	220200	5	28680	27	29	-39	33,057	165	15
2	06/04/2026	233569	5	15957	27	28	946	95,857	105	15
2	06/04/2026	247832	1	720	24	7	9	0,514	180	10
2	06/04/2026	290609	15	66374	27	86	1770,46	98,971	180	15
2	06/04/2026	296434	1	1593	27	5	87	3,286	150	15
2	06/04/2026	329644	1	1253	27	10	113	0	84	14
2	06/04/2026	540346	30	33117	27	149	2338	78,057	180	15
2	06/04/2026	10034	2	641	6	25	36	2,257	80	20
2	06/04/2026	10036	2	263	6	25	16	0,771	80	20
2	06/04/2026	10108	2	1472	8	24	0	3,429	75	15
2	06/04/2026	10118	1	304	8	2	38	1,886	54	6
2	06/04/2026	10298	1	9	6	2	0	0,086	50	10
2	06/04/2026	11046	2	480	15	17	35	5,8	60	12
2	06/04/2026	11053	1	276	12	1	39	1,686	60	10
2	06/04/2026	11094	1	1897	12	6	674	4,229	144	24
2	06/04/2026	11125	1	1440	36	7	35	1,886	50	10
2	06/04/2026	11128	1	648	12	2	24	1,2	288	16
2	06/04/2026	11166	1	90	9	15	68	1,543	50	10
2	06/04/2026	11213	1	409	12	6	18	0,857	60	10
2	06/04/2026	11706	1	1075	8	2	184	4,2	35	7
2	06/04/2026	11708	1	181	12	6	6	0,257	220	22
2	06/04/2026	11848	1	135	27	6	26	1,514	228	19
2	06/04/2026	12343	2	145	9	41	445	5,8	40	8
2	06/04/2026	12564	1	108	12	2	8	0,343	570	30
2	06/04/2026	12603	1	107	12	13	16	0,457	250	10
2	06/04/2026	12664	1	118	12	13	42	2,257	85	17
2	06/04/2026	12700	1	192	12	3	17	0,257	240	8
2	06/04/2026	12702	1	349	12	3	12	0,714	112	8
2	06/04/2026	12703	1	1236	12	3	42	3,486	112	8
2	06/04/2026	12707	1	160	40	2	14	2,143	138	23
2	06/04/2026	13796	1	492	12	6	32	1,571	108	18
2	06/04/2026	13865	1	23	6	9	6	0,029	88	22
2	06/04/2026	14019	1	780	24	5	25	2,029	189	21
2	06/04/2026	14033	1	300	12	16	12	0,114	75	15
2	06/04/2026	14089	1	168	12	3	21	1,257	90	15
2	06/04/2026	14567	1	108	4	13	1	0,143	72	9
2	06/04/2026	14648	1	288	72	0	56	18,114	90	15
2	06/04/2026	14727	2	841	6	17	51	1,343	65	13
2	06/04/2026	14899	1	240	24	4	31	0,6	135	15
2	06/04/2026	15684	1	1920	24	4	134	2,943	20	10
2	06/04/2026	15708	1	12	12	1	22	0,314	48	6
2	06/04/2026	16485	1	810	9	16	9	0,257	50	5
2	06/04/2026	16891	1	600	12	6	30	0,514	144	16
2	06/04/2026	16897	1	288	12	13	1	0,657	85	17
2	06/04/2026	16898	1	300	12	0	0	0,686	85	17
2	06/04/2026	16903	1	2400	24	6	32	1,829	144	16
2	06/04/2026	16939	1	216	24	7	24	0,771	44	11
2	06/04/2026	16969	1	1465	12	6	22	1,086	144	16
2	06/04/2026	17061	1	38	6	1	-1	2,371		
2	06/04/2026	17063	1	48	6	2	10	0,057		
2	06/04/2026	19743	1	1134	18	16	37	2,343	64	16
2	06/04/2026	20114	1	191	48	21	51	5	45	9
2	06/04/2026	21654	1	11037	96	3	306	18,114	20	5
2	06/04/2026	25096	1	174	20	5	65	3,171	96	16
2	06/04/2026	30021	1	865	6	12	328	11,714	60	15
2	06/04/2026	31189	1	1377	12	6	32	3,429	165	15
2	06/04/2026	34043	1	1056	24	5	81	5,086	207	23
2	06/04/2026	34166	1	9360	48	3	536	53,514	100	20
2	06/04/2026	34302	1	48	24	8	16	0,857	90	9
2	06/04/2026	43779	1	299	20	10	57	6,114	54	6
2	06/04/2026	45056	1	75	20	10	2	0,4	54	6
2	06/04/2026	48842	1	17	6	30	48	2,086	35	5
2	06/04/2026	57165	1	540	36	4	46	1,114	100	10
2	06/04/2026	58964	1	69	12	10	56	4,514	90	18
2	06/04/2026	67744	2	17470	24	25	256	13,971	84	12
2	06/04/2026	71987	1	339	144	15	6	3,314	36	12
2	06/04/2026	72199	1	16984	24	12	996	146,4	84	12
2	06/04/2026	72908	2	35	12	18	73	2,714	85	17
2	06/04/2026	80651	1	112	24	0	17	0,971	222	37
2	06/04/2026	90865	1	435	20	1	39,25	0,652	30	6
2	06/04/2026	98557	1	648	24	5	138	5,257	207	23
2	06/04/2026	100380	1	1405	16	4	28	2,343	32	8
2	06/04/2026	100410	1	65	16	3	14	1,029	50	10
2	06/04/2026	102186	1	1876	20	0	332	12,257	96	16
2	06/04/2026	102209	1	492	12	12	30	1,829	48	8
2	06/04/2026	103268	1	1095	15	6	11	1,714	75	15
2	06/04/2026	106191	1	366	6	11	21	1,571	45	15
2	06/04/2026	112550	1	1382	20	10	74	3,086	80	10
2	06/04/2026	115650	1	93	30	30	239	13,571	35	5
2	06/04/2026	115827	3	393	8	55	55	4,2	50	10
2	06/04/2026	116138	1	276	12	10	33	0,257	150	25
2	06/04/2026	118514	2	3050	6	26	60	4,286	80	20
2	06/04/2026	121040	1	699	50	5	93	4,971	56	8
2	06/04/2026	122221	1	455	24	5	71	1	207	23
2	06/04/2026	130660	1	144	12	11	28	1,771	70	10
2	06/04/2026	131421	1	48	16	3	26	1,914	270	18
2	06/04/2026	134439	1	534	6	10	34	2,114	60	15
2	06/04/2026	137867	2	1079	18	5	59	6,886	90	10
2	06/04/2026	141222	2	420	6	25	98	2,629	80	20
2	06/04/2026	141246	2	1302	6	25	60	2,829	80	20
2	06/04/2026	142366	1	1621	27	5	270	17,629	165	15
2	06/04/2026	149488	2	5105	12	6	156	4,514	36	4
2	06/04/2026	152778	7	559	6	66	212	9,229	100	25
2	06/04/2026	155359	1	210	6	12	53	0,686	60	15
2	06/04/2026	155717	1	4400	40	4	56	4	40	10
2	06/04/2026	155724	1	5637	40	4	204	6,686	40	10
2	06/04/2026	159555	1	119	30	10	163	13,2	72	9
2	06/04/2026	160148	1	500	20	15	52	3,971	60	12
2	06/04/2026	161527	1	1480	20	9	52	5,457	119	17
2	06/04/2026	165105	1	95	24	9	9	0,886	60	10
2	06/04/2026	165990	1	421	30	10	49	6,657	72	9
2	06/04/2026	167154	1	30	6	1	6	0,343	672	56
2	06/04/2026	167215	2	81	12	13	30	1,314	352	22
2	06/04/2026	170369	1	264	24	9	55	1,514	80	10
2	06/04/2026	170956	1	372	12	2	185	2,914	400	40
2	06/04/2026	171939	1	24	12	4	11	0,286	286	22
2	06/04/2026	174749	1	456	12	3	27	2,286	200	25
2	06/04/2026	175906	1	302	25	2	35	1,143	35	7
2	06/04/2026	176002	1	112	56	2	71	2,943	28	7
2	06/04/2026	177924	1	96	12	22	9	0,486	60	15
2	06/04/2026	177931	1	948	12	22	43	1,714	56	14
2	06/04/2026	179836	1	89	24	2	56	2,714	117	13
2	06/04/2026	181082	1	162	15	12	46	1,257	56	7
2	06/04/2026	181150	1	624	12	15	31	1,343	56	14
2	06/04/2026	181181	1	214	12	6	25	0,429	442	34
2	06/04/2026	181914	4	1380	6	37	-147	30,343	110	22
2	06/04/2026	188005	1	389	12	15	16	0,486	60	15
2	06/04/2026	188012	1	1466	6	7	20	2,629	120	30
2	06/04/2026	188517	1	413	6	6	72	2,829	651	31
2	06/04/2026	188531	1	157	27	6	158	7,971	247	19
2	06/04/2026	193016	1	204	12	12	20	0,486	70	10
2	06/04/2026	193085	1	760	9	21	219	5,971	40	8
2	06/04/2026	193146	1	83	12	12	9	0,343	55	11
2	06/04/2026	194242	1	11540	32	10	8	19,8	90	6
2	06/04/2026	194570	1	96	24	0	0	1,657	100	10
2	06/04/2026	196239	1	807	10	10	28	5,371	98	14
2	06/04/2026	198011	1	37	6	6	0	0,057	60	15
2	06/04/2026	200677	2	413	20	44	59	6,686	35	7
2	06/04/2026	215695	1	328	48	7	32	3,771	117	13
2	06/04/2026	218115	1	633	15	30	36	2,457	35	7
2	06/04/2026	229449	1	283	6	2	55	0,314	590	59
2	06/04/2026	229470	1	283	6	2	1	0,143	450	45
2	06/04/2026	229524	1	72	24	13	0	0	176	8
2	06/04/2026	231619	1	186	12	1	30	1,429	60	12
2	06/04/2026	234764	2	163	6	12	17	0,029	336	14
2	06/04/2026	235792	1	850	25	10	0	1,8	40	5
2	06/04/2026	237116	1	825	25	10	0	1,486	50	5
2	06/04/2026	237147	1	1585	24	5	284	8,971	189	21
2	06/04/2026	237246	1	1368	24	5	48	1	273	21
2	06/04/2026	240291	1	15	15	4	57	1,057	80	8
2	06/04/2026	245593	2	12	6	6	6	0,571	50	10
2	06/04/2026	248839	2	1224	12	26	58	1,229	85	17
2	06/04/2026	252003	1	12	12	12	0	0	75	15
2	06/04/2026	253611	1	48	6	12	10	0,2	60	15
2	06/04/2026	258173	1	82	12	9	6	0,543	90	15
2	06/04/2026	289269	1	447	50	0	37	3,143	112	14
2	06/04/2026	298230	1	3873	12	10	81	16,629	90	15
2	06/04/2026	300292	1	1392	24	5	59	4,914	160	20
2	06/04/2026	305143	1	1218	62	3	77	9,314	35	7
2	06/04/2026	308953	3	782	6	20	135	2,514	160	32
2	06/04/2026	308960	2	1875	6	13	173	8,457	160	5
2	06/04/2026	316460	1	66	16	10	20	0,143	28	7
2	06/04/2026	325714	1	192	24	5	21	1,371	140	20
2	06/04/2026	345965	1	2876	24	3	51	6,629	120	20
2	06/04/2026	349062	1	118	24	13	19	1,629	72	12
2	06/04/2026	349314	1	40	20	10	13	0,2	60	6
2	06/04/2026	355902	1	548	10	10	21	3,429	70	10
2	06/04/2026	363778	1	1632	96	3	77	4,943	65	13
2	06/04/2026	367677	1	168	24	12	47	0,857	84	12
2	06/04/2026	372565	1	24	24	12	0	0	84	12
2	06/04/2026	397438	1	1176	24	13	46	2,086	48	8
2	06/04/2026	406390	1	1898	20	9	-1	3	119	17
2	06/04/2026	433983	1	72	24	0	37	1,029	130	13
2	06/04/2026	447225	1	413	32	7	72	2,486	90	10
2	06/04/2026	465311	1	360	30	10	25	0,343	60	6
2	06/04/2026	465342	1	40	20	11	26	0,457	60	6
2	06/04/2026	465663	1	1553	12	12	30	0,629	75	15
2	06/04/2026	488594	1	2196	36	4	66	2,457	90	10
2	06/04/2026	490108	1	864	24	9	78	5,086	80	10
2	06/04/2026	491082	1	291	48	3	64	5,057	80	10
2	06/04/2026	506038	2	59	1	0	2	0,429	96	16
2	06/04/2026	508605	1	890	6	2	48	1,029	240	60
2	06/04/2026	508919	1	3540	60	6	82	4,743	40	5
2	06/04/2026	508940	2	652	6	4	35	0,686	240	60
2	06/04/2026	509107	1	72	24	4	3	1,143	95	19
2	06/04/2026	511049	2	5752	8	35	273	4,629	40	10
2	06/04/2026	526128	1	840	8	12	85	4,371	50	10
2	06/04/2026	545617	3	1414	12	39	112	4,771	85	17
2	06/04/2026	557443	1	342	6	14	41	1,657	80	20
2	06/04/2026	565288	1	83	27	5	57	2,286	180	15
2	06/04/2026	565325	1	163	27	11	40	1,771	180	15
2	06/04/2026	566919	1	67	27	5	102	6,171	171	19
2	06/04/2026	596862	1	550	24	4	37	2,886	75	15
2	06/04/2026	598569	1	6	6	1	0	0	130	13
2	06/04/2026	598965	1	253	12	9	25	0,429	75	15
2	06/04/2026	614429	1	1540	70	9	71	5,514	90	15
2	06/04/2026	625524	1	1286	32	10	37	2,086	104	13
2	06/04/2026	629669	1	424	12	6	119	6,514	50	10
2	06/04/2026	635080	1	8880	60	6	251	18,486	56	14
2	06/04/2026	635530	2	318	12	12	19	1,571	120	20
2	06/04/2026	641418	1	2250	150	1	37	8,286	150	15
2	06/04/2026	641449	1	1950	150	0	37	4,343	150	15
2	06/04/2026	641500	1	2236	150	0	116	10,2	150	15
2	06/04/2026	657778	3	793	8	48	25	17,857	75	15
2	06/04/2026	664424	1	79	15	4	27	0,371	80	8
2	06/04/2026	667814	1	145	27	11	2	1,343	90	15
2	06/04/2026	669146	1	12	6	12	51	1,886	60	15
2	06/04/2026	680592	1	2380	20	7	134	9,8	40	10
2	06/04/2026	688291	2	986	12	18	31	0,971	126	18
2	06/04/2026	688543	1	12	12	3	12	0,343	160	20
2	06/04/2026	695244	1	322	6	8	11	0,143	112	28
2	06/04/2026	696142	1	71	36	10	3	0,8	96	16
2	06/04/2026	697385	2	104	12	24	34	1,057	85	17
2	06/04/2026	700498	1	564	12	12	37	1	60	15
2	06/04/2026	703178	1	340	20	10	54	2,486	48	12
2	06/04/2026	704427	2	383	6	6	18	1,543	900	30
2	06/04/2026	708579	2	1117	6	2	95	6,771	767	59
2	06/04/2026	715843	8	8573	30	74	738	93,486	50	10
2	06/04/2026	738491	1	623	24	13	87	3,229	36	9
2	06/04/2026	741231	1	820	20	10	25	1,171	100	10
2	06/04/2026	742658	1	276	12	15	23	0,8	396	12
2	06/04/2026	744324	1	96	12	12	14	0,114	75	15
2	06/04/2026	753913	1	193	24	8	0	0	117	13
2	06/04/2026	760553	1	330	6	3	0	0,514	125	25
2	06/04/2026	771764	2	725	6	6	75	2,543	392	56
2	06/04/2026	782371	1	510	6	12	17	0,771	52	13
2	06/04/2026	785808	1	1512	24	9	56	3,371	77	11
2	06/04/2026	786454	1	100	50	8	224	16,914	112	16
2	06/04/2026	786560	4	797	6	9	67	3	540	45
2	06/04/2026	786737	1	47	6	6	16	0,057	160	32
2	06/04/2026	789301	1	314	6	8	4	0,6	112	28
2	06/04/2026	790444	1	24	24	19	29	0,543	33	11
2	06/04/2026	794152	1	144	12	13	28	1,371	55	11
2	06/04/2026	797696	1	8	8	3	0	0,057	266	7
2	06/04/2026	798426	1	1440	24	9	23	1,4	104	13
2	06/04/2026	835411	1	72	24	4	69	2,914	160	20
2	06/04/2026	863926	1	2719	12	13	143	10,486	75	15
2	06/04/2026	864251	2	71	12	13	2	0,943	168	24
2	06/04/2026	866255	2	544	6	9	96	3,4	155	31
2	06/04/2026	870887	1	552	9	2	15	1,486	72	8
2	06/04/2026	879705	1	229	12	10	22	0,943	90	18
2	06/04/2026	882934	1	12	12	1	25	0,371	84	14
2	06/04/2026	885522	1	324	12	2	14	0,343	112	8
2	06/04/2026	891202	1	1440	40	5	16	3,8	432	16
2	06/04/2026	893077	1	6960	60	9	278	11,714	126	7
2	06/04/2026	896429	1	96	96	0	101	2,714	144	9
2	06/04/2026	896467	1	782	96	0	58	2,914	126	9
2	06/04/2026	896511	1	164	96	0	83	2,343	126	9
2	06/04/2026	902960	1	336	48	1	37	1	114	19
2	06/04/2026	908733	1	528	24	1	36	1,343	160	40
2	06/04/2026	911979	1	48	12	6	0	0	196	28
2	06/04/2026	916943	1	173	12	4	59	2,514	220	22
2	06/04/2026	917476	2	648	6	0	43	1,4	72	18
2	06/04/2026	917797	1	60	20	0	25	1,314	40	8
2	06/04/2026	921961	4	2733	12	7	47	16,743	196	28
2	06/04/2026	925068	2	199	10	20	3	0,686	100	10
2	06/04/2026	925099	1	48	12	3	2	0,286	176	22
2	06/04/2026	930468	1	719	24	10	35	1,543	345	15
2	06/04/2026	942959	1	287	48	0	120	8,457	100	10
2	06/04/2026	943871	1	1536	48	10	48	2,2	168	8
2	06/04/2026	947541	1	32	32	10	0	0,914	114	6
2	06/04/2026	948838	2	405	27	12	39	0,629	210	21
2	06/04/2026	948845	1	1274	27	6	32	3,543	198	18
2	06/04/2026	949330	1	343	15	14	29	1,257	78	13
2	06/04/2026	949392	1	9648	15	14	175	5,771	78	13
2	06/04/2026	950626	1	629	30	9	49	1,943	255	15
2	06/04/2026	954396	1	99	20	0	19	2,343	21	7
2	06/04/2026	960298	1	24	6	6	12	0,257	126	6
2	06/04/2026	963350	1	20	20	10	1	0	140	10
2	06/04/2026	963398	1	19	10	5	10	0,286	100	10
2	06/04/2026	963404	1	76	20	10	14	3,057	110	10
2	06/04/2026	964395	1	324	27	6	3	2,171	198	18
2	06/04/2026	967297	1	199	40	2	16	0,714	120	20
2	06/04/2026	973137	2	162	9	42	42	2,371	40	8
2	06/04/2026	974042	1	2700	180	3	83	11,657	144	12
2	06/04/2026	979740	1	208	64	5	78	3,6	135	15
2	06/04/2026	982290	3	415	6	9	32	3,514	360	45
2	06/04/2026	985284	1	297	9	5	44	1,229	84	12
2	06/04/2026	991247	1	625	12	5	1	2,714	72	9
2	06/04/2026	993838	1	204	12	6	44	1,343	225	13
3	31/03/2026	16925	6	7363	48	27	103	5,257	133	19
3	02/04/2026	272254	10	1427	10	55	110	5,886	96	12
3	06/04/2026	181907	22	8934	12	101	230	59,771	264	22
3	06/04/2026	197755	56	9985	12	134	-40	76,257	308	28
3	06/04/2026	316545	48	6357	12	302	109	64,086	144	24
3	06/04/2026	488327	44	12134	12	261	575	32,857	220	22
3	06/04/2026	544160	60	6813	6	239	31	27,114	280	40
3	06/04/2026	618908	15	4877	6	32	72	18,371	590	59
3	06/04/2026	760560	3	600	6	11	-1	0,114	150	25
3	06/04/2026	819886	2	208	10	20	20	0,486	40	5
3	06/04/2026	831628	2	273	4	6	62	1,943	56	14
3	06/04/2026	832526	3	2040	12	29	0	0,886	0	25
3	06/04/2026	839532	1	201	20	20	9	0,029	49	7
3	06/04/2026	842174	2	190	12	6	19	1,029	280	40
3	06/04/2026	842181	1	420	12	3	27	1,943	280	40
3	06/04/2026	854092	2	404	8	27	13	0,971	50	10
3	06/04/2026	906791	1	203	6	3	0	0,514	112	28
3	06/04/2026	907446	3	288	24	5	72	0,4	9801	99
3	06/04/2026	909860	2	63	9	14	18	0,4	63	9
3	06/04/2026	931502	6	2880	36	29	0	1,057	336	21
3	06/04/2026	967235	1	180	40	2	66	1,514	120	20
3	06/04/2026	969246	1	60	4	13	-1	0,2	60	12
3	06/04/2026	989770	2	684	12	6	45	1,714	100	10
3	06/04/2026	10719	44	8151	12	202	422	77,171	264	22
3	06/04/2026	110181	30	24880	27	335	194	54,4	90	15
3	06/04/2026	183000	10	2469	12	30	96	7,943	360	36
3	06/04/2026	220200	30	28680	27	179	-39	33,057	165	15
3	06/04/2026	233569	60	15957	27	344	946	95,857	105	15
3	06/04/2026	247832	1	720	24	7	9	0,514	180	10
3	06/04/2026	296434	8	1593	27	45	87	3,286	150	15
3	06/04/2026	329644	3	1253	27	32	113	0	84	14
3	06/04/2026	802925	10	2544	24	36	228	7,4	80	5
3	06/04/2026	4312	5	1596	6	10	58	2,114	540	12
3	06/04/2026	10023	2	2520	180	6	133	13,571	88	8
3	06/04/2026	10078	10	2174	8	160	598	21,543	75	15
3	06/04/2026	10299	1	6	6	8	0	0,171	50	10
3	06/04/2026	10403	2	1320	24	8	38	2,086	54	9
3	06/04/2026	10443	2	3432	180	6	119	17	150	15
3	06/04/2026	10451	1	48	24	4	16	0,343	272	16
3	06/04/2026	10511	1	1800	180	3	92	6,286	88	8
3	06/04/2026	10573	1	1080	180	3	228	6,257	88	8
3	06/04/2026	10610	1	900	180	3	252	8,371	88	8
3	06/04/2026	10661	1	204	6	5	6	0,171	192	32
3	06/04/2026	10663	3	696	6	17	4	2,114	128	32
3	06/04/2026	10825	9	1398	6	18	58	8,6	540	45
3	06/04/2026	10885	2	743	12	25	10	1,2	60	10
3	06/04/2026	10886	2	108	12	25	21	0,6	54	9
3	06/04/2026	11046	2	480	15	17	35	5,8	60	12
3	06/04/2026	11047	2	618	15	17	2	0,714	65	13
3	06/04/2026	11052	1	192	6	12	20	0,857	50	10
3	06/04/2026	11053	2	276	12	2	39	1,686	60	10
3	06/04/2026	11055	3	270	6	6	29	0,486	50	10
3	06/04/2026	11128	1	648	12	2	24	1,2	288	16
3	06/04/2026	11168	2	297	9	31	18	0,543	40	10
3	06/04/2026	11190	3	38	6	43	21	0,857	56	7
3	06/04/2026	11213	2	409	12	12	18	0,857	60	10
3	06/04/2026	11438	1	228	6	2	10	0,143	140	7
3	06/04/2026	11704	1	216	36	4	0	0,543	120	10
3	06/04/2026	11708	1	181	12	6	6	0,257	220	22
3	06/04/2026	11743	2	804	6	17	16	1,171	100	25
3	06/04/2026	11845	1	270	27	6	0	0,971	228	19
3	06/04/2026	11885	2	1088	64	11	92	4,971	135	15
3	06/04/2026	11886	1	384	64	5	7	0,171	135	15
3	06/04/2026	11996	1	162	6	1	5	0,114	540	54
3	06/04/2026	12096	1	444	12	19	22	0,571	48	12
3	06/04/2026	12355	2	131	12	36	21	0,571	56	14
3	06/04/2026	12386	2	564	12	36	28	1,514	56	14
3	06/04/2026	12450	1	126	62	3	35	4,6	35	7
3	06/04/2026	12575	3	704	27	17	40	4,371	180	15
3	06/04/2026	12628	2	49	12	26	0	0,229	150	10
3	06/04/2026	12699	1	516	12	3	10	0,771	240	8
3	06/04/2026	12701	1	491	12	3	16	0,257	240	8
3	06/04/2026	12703	2	1236	12	6	42	3,486	112	8
3	06/04/2026	12721	1	420	12	3	19	0,429	220	22
3	06/04/2026	12723	1	422	12	3	38	1,029	240	8
3	06/04/2026	12931	2	26	6	6	20	0,314	250	50
3	06/04/2026	12964	3	797	6	3	12	0,171	280	28
3	06/04/2026	13866	1	18	6	9	12	0,286	88	22
3	06/04/2026	13985	2	54	6	8	11	0,4	125	25
3	06/04/2026	14018	2	3657	24	10	168	3,771	189	21
3	06/04/2026	14087	2	204	12	6	68	2,257	90	15
3	06/04/2026	14569	12	276	9	47	125	6,086	40	8
3	06/04/2026	14593	2	599	10	20	52	1,029	80	10
3	06/04/2026	14726	3	42	6	26	8	0,629	65	13
3	06/04/2026	15049	4	156	12	0	44	1,4	85	17
3	06/04/2026	15187	2	750	50	9	119	2,829	56	7
3	06/04/2026	15309	2	420	12	4	16	0,971	400	40
3	06/04/2026	15310	2	324	12	4	30	0,514	400	40
3	06/04/2026	15444	1	384	12	12	15	0,4	85	17
3	06/04/2026	15463	1	552	24	2340	53	2,286	120	12
3	06/04/2026	15465	2	299	16	15	111	4	40	10
3	06/04/2026	15477	1	648	24	0	0	0	100	10
3	06/04/2026	15480	1	720	24	7	5	0,971	56	7
3	06/04/2026	15516	3	1116	12	23	46	1,714	20	4
3	06/04/2026	15620	1	60	20	0	14	1,371	0	7
3	06/04/2026	15684	2	1920	24	9	134	2,943	20	10
3	06/04/2026	16100	1	1360	80	4	87	6,086	24	4
3	06/04/2026	16485	2	810	9	32	9	0,257	50	5
3	06/04/2026	16502	2	1007	42	5	105	0,6	135	15
3	06/04/2026	16592	2	3708	12	0	93	6,4	0	0
3	06/04/2026	16939	1	216	24	7	24	0,771	44	11
3	06/04/2026	17023	1	156	12	13	12	0	40	10
3	06/04/2026	17123	3	420	12	4	6	1,171		
3	06/04/2026	17196	1	736	64	5	256	0		
3	06/04/2026	19088	2	1081	12	9	6	0,343	35	5
3	06/04/2026	19552	1	2448	72	7	126	11,914	78	13
3	06/04/2026	19873	1	61	9	8	7	0,143	60	12
3	06/04/2026	22910	1	123	20	10	33	2,629	40	10
3	06/04/2026	23061	6	8382	25	61	15	28,229	70	7
3	06/04/2026	26000	2	528	12	12	36	1,057	100	20
3	06/04/2026	30397	5	2416	54	39	473	13,8	126	18
3	06/04/2026	30595	1	374,36	24	8	92	5	102	17
3	06/04/2026	31066	3	1225	24	20	86	12,629	140	10
